0,2458
"10,000",76279625
"20,000",516930416
"30,000",1381342500
"40,000",2593280042
"50,000",4219792625
"60,000",6206949250
"70,000",8571978500
"80,000",11357967625
"90,000",14499331666
"100,000",17918258583
"110,000",21787483917
"120,000",25993024708
"130,000",30788070417
"140,000",35813096083
"150,000",41192704583
"160,000",47269328875
"170,000",53230168000
"180,000",60236228833
"190,000",67013257333
"200,000",74208051625
"210,000",81945365625
"220,000",89843482083
"230,000",98845023708
"240,000",1.07331E+11
"250,000",1.16373E+11
"260,000",1.26189E+11
"270,000",1.36402E+11
"280,000",1.47125E+11
"290,000",1.57901E+11
"300,000",1.69139E+11
"310,000",1.80376E+11
"320,000",1.92996E+11
"330,000",2.04617E+11
"340,000",2.17288E+11
"350,000",2.44427E+11
"360,000",2.474E+11
"370,000",2.63121E+11
"380,000",2.77109E+11
"390,000",2.89467E+11
"400,000",3.03896E+11
"410,000",3.19418E+11
"420,000",3.35994E+11
"430,000",3.49574E+11
"440,000",3.67424E+11
"450,000",3.8408E+11
"460,000",4.03035E+11
"470,000",4.18413E+11
"480,000",4.3566E+11
"490,000",4.54178E+11
"500,000",4.73143E+11
